scan_id,diameter_um,flow_mm_s,mode,support,source_bin,u_lo,u_hi,u_mid,tail_bin,tail_lo_um,tail_hi_um,tail_mid_um,in_C16,rho,n_pairs,status
D235_F01_V01,235,1,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,7,150,175,162.5,False,-0.05556194493900303,448,ok
D235_F01_V01,235,1,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,9,200,225,212.5,False,-0.022814321765557356,448,ok
D235_F01_V01,235,1,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,11,250,275,262.5,False,-0.077497489874025355,448,ok
D235_F01_V01,235,1,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,12,275,300,287.5,False,-0.034389369991813815,448,ok
D235_F01_V01,235,1,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,13,300,325,312.5,False,-0.041226957396987736,448,ok
D235_F01_V01,235,1,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,14,325,350,337.5,False,-0.045646111792979338,448,ok
D235_F01_V01,235,1,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,16,375,400,387.5,False,-0.015049601860861307,448,ok
D235_F01_V01,235,1,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,19,450,475,462.5,False,-0.0070145754348134364,448,ok
D235_F01_V01,235,1,detrended_51,real_all,2,0.16666666666666666,0.33333333333333331,0.25,7,150,175,162.5,False,-0.017225696657418653,448,ok
D235_F01_V01,235,1,detrended_51,real_all,2,0.16666666666666666,0.33333333333333331,0.25,12,275,300,287.5,False,-0.031981558246960487,448,ok
D235_F01_V01,235,1,detrended_51,real_all,2,0.16666666666666666,0.33333333333333331,0.25,16,375,400,387.5,False,-0.011311248101631716,448,ok
D235_F01_V01,235,1,detrended_51,real_all,2,0.16666666666666666,0.33333333333333331,0.25,18,425,450,437.5,False,-0.030120829646235657,448,ok
D235_F01_V01,235,1,detrended_51,real_all,2,0.16666666666666666,0.33333333333333331,0.25,20,475,500,487.5,False,-0.0060595327219241258,448,ok
D235_F01_V01,235,1,detrended_51,real_all,3,0.33333333333333331,0.5,0.41666666666666669,12,275,300,287.5,False,-0.04280057494520037,448,ok
D235_F01_V01,235,1,detrended_51,real_all,3,0.33333333333333331,0.5,0.41666666666666669,15,350,375,362.5,False,-0.035657102987055891,448,ok
D235_F01_V01,235,1,detrended_51,real_all,3,0.33333333333333331,0.5,0.41666666666666669,16,375,400,387.5,False,-0.012655051844452515,448,ok
D235_F01_V01,235,1,detrended_51,real_all,3,0.33333333333333331,0.5,0.41666666666666669,18,425,450,437.5,False,-0.080024759419120614,448,ok
D235_F01_V01,235,1,detrended_51,real_all,3,0.33333333333333331,0.5,0.41666666666666669,20,475,500,487.5,False,-0.03765334838046016,448,ok
D235_F01_V01,235,1,detrended_51,real_all,4,0.5,0.66666666666666663,0.58333333333333337,15,350,375,362.5,False,-0.045910304604676481,448,ok
D235_F01_V01,235,1,detrended_51,real_all,4,0.5,0.66666666666666663,0.58333333333333337,16,375,400,387.5,False,-0.044084307623268919,448,ok
D235_F01_V01,235,1,detrended_51,real_all,4,0.5,0.66666666666666663,0.58333333333333337,18,425,450,437.5,False,-0.08012476340942401,448,ok
D235_F01_V01,235,1,detrended_51,real_all,5,0.66666666666666663,0.83333333333333337,0.75,18,425,450,437.5,False,-0.0078081855023949768,448,ok
