scan_id,diameter_um,flow_mm_s,grid_scope,mode,predictor,tail_variable,tail_depth_um,metric_family,rho,n_pairs
D285_F01_V01,285,1,common_grid,first_difference,lower_q_raw,tail_q_raw_100um,100,q,0.50316960971470992,449
D285_F01_V01,285,1,common_grid,first_difference,lower_q_raw,tail_q_raw_500um,500,q,0.63853908155689887,449
D285_F01_V01,285,1,common_grid,first_difference,source_area,tail_mean_raw_100um,100,area_vs_mean,-0.053628663573959096,449
D285_F01_V01,285,1,common_grid,first_difference,source_area,tail_mean_raw_500um,500,area_vs_mean,0.13939436964907265,449
D285_F01_V01,285,1,common_grid,first_difference,source_area,tail_q_raw_100um,100,area_vs_q,0.7669154487246933,449
D285_F01_V01,285,1,common_grid,first_difference,source_area,tail_q_raw_500um,500,area_vs_q,0.93858818116436771,449
D285_F03_V01,285,3,common_grid,first_difference,source_mean_raw,tail_mean_raw_100um,100,mean,0.024462848510258938,472
D285_F03_V01,285,3,common_grid,first_difference,source_mean_raw,tail_mean_raw_500um,500,mean,-0.032349256481776709,472
D285_F03_V01,285,3,common_grid,first_difference,source_q_raw,tail_q_raw_100um,100,q,0.19229999367781844,472
D285_F03_V01,285,3,common_grid,first_difference,source_q_raw,tail_q_raw_500um,500,q,0.27167749387809692,472
D285_F03_V01,285,3,common_grid,first_difference,upper_mean_raw,tail_mean_raw_100um,100,mean,-0.022816000094946842,472
D285_F03_V01,285,3,common_grid,first_difference,upper_mean_raw,tail_mean_raw_500um,500,mean,-0.048336045176437935,472
D285_F03_V01,285,3,common_grid,first_difference,upper_q_raw,tail_q_raw_100um,100,q,0.040911247754427296,472
D285_F03_V01,285,3,common_grid,first_difference,upper_q_raw,tail_q_raw_500um,500,q,0.094203130096117707,472
D285_F03_V01,285,3,common_grid,first_difference,middle_mean_raw,tail_mean_raw_100um,100,mean,0.0708650364872042,472
D285_F03_V01,285,3,common_grid,first_difference,middle_mean_raw,tail_mean_raw_500um,500,mean,-0.015227784550094615,472
D285_F03_V01,285,3,common_grid,first_difference,middle_q_raw,tail_q_raw_100um,100,q,0.17177013552064077,472
